wo_num,item_name,ord_qty,release_sim,due_sim,start_sim,finish_sim,lead_time,tardy,tardiness
WO-00290,ITEM-00158,30,78.0,99.0,78.0,91.03125,13.03125,False,0.0
WO-00289,ITEM-00158,30,79.0,106.0,79.0,91.03125,12.03125,False,0.0
WO-00643,ITEM-00175,30,72.0,117.0,72.0,91.03125,19.03125,False,0.0
WO-02660,ITEM-02210,22,77.0,149.0,77.0,91.03142361111111,14.031423611111109,False,0.0
WO-00071,ITEM-00121,11,61.0,118.0,61.0,91.03159722222222,30.031597222222217,False,0.0
WO-01706,ITEM-00121,1,61.0,118.0,61.0,91.03177083333333,30.031770833333326,False,0.0
WO-02275,ITEM-01569,2,76.0,119.0,76.0,91.0328125,15.032812500000006,False,0.0
WO-03061,ITEM-00554,7,76.0,126.0,76.0,91.04166666666667,15.041666666666671,False,0.0
WO-01578,ITEM-01424,50,82.0,111.0,82.0,91.04166666666667,9.041666666666671,False,0.0
WO-02524,ITEM-00793,15,76.0,126.0,76.0,91.04184027777778,15.04184027777778,False,0.0
WO-02610,ITEM-00918,24,49.0,127.0,49.0,91.04687499999999,42.046874999999986,False,0.0
WO-01270,ITEM-01213,10,75.0,118.0,75.0,91.0625,16.0625,False,0.0
WO-02913,ITEM-02327,200,76.0,126.0,76.0,91.07291666666667,15.072916666666671,False,0.0
WO-03625,ITEM-00862,10,83.0,104.0,83.0,91.07291666666667,8.072916666666671,False,0.0
WO-00925,ITEM-00923,30,70.0,113.0,70.0,91.07291666666667,21.07291666666667,False,0.0
WO-00245,ITEM-00223,1,84.0,120.0,84.0,91.07291666666667,7.072916666666671,False,0.0
WO-00246,ITEM-00223,6,84.0,120.0,84.0,91.07291666666667,7.072916666666671,False,0.0
WO-00300,ITEM-00306,10,70.0,149.0,70.0,91.07291666666667,21.07291666666667,False,0.0
WO-01505,ITEM-00039,1,54.0,118.0,54.0,91.07335416666668,37.073354166666675,False,0.0
WO-03170,ITEM-01296,200,77.0,120.0,77.0,91.07352777777778,14.073527777777784,False,0.0
WO-02312,ITEM-01181,12,47.0,132.0,47.0,91.09036805555556,44.09036805555556,False,0.0
WO-00259,ITEM-00275,8,63.0,147.0,63.0,91.10416666666667,28.10416666666667,False,0.0
WO-00391,ITEM-00428,5,77.0,166.0,77.0,91.10434027777778,14.10434027777778,False,0.0
WO-00436,ITEM-00424,60,70.0,113.0,70.0,91.16693055555558,21.16693055555558,False,0.0
WO-01096,ITEM-00566,60,68.0,154.0,68.0,91.20451388888887,23.20451388888887,False,0.0
WO-04687,ITEM-00566,60,68.0,154.0,68.0,91.24679166666667,23.246791666666667,False,0.0
WO-03912,ITEM-00832,6,26.0,132.0,26.0,91.35520833333335,65.35520833333335,False,0.0
WO-03301,ITEM-01500,74,70.0,166.0,70.0,91.41406249999999,21.414062499999986,False,0.0
WO-02515,ITEM-01357,40,79.0,117.0,79.0,91.41406249999999,12.414062499999986,False,0.0
WO-02671,ITEM-01608,50,82.0,139.0,82.0,91.41406249999999,9.414062499999986,False,0.0
WO-02471,ITEM-01006,30,62.0,140.0,62.0,91.43107638888891,29.43107638888891,False,0.0
WO-02761,ITEM-02245,4,62.0,140.0,62.0,91.43385416666668,29.433854166666677,False,0.0
WO-02681,ITEM-00039,1,51.0,117.0,51.0,91.45833333333333,40.45833333333333,False,0.0
WO-00556,ITEM-00174,16,75.0,132.0,75.0,91.47795138888888,16.477951388888883,False,0.0
WO-00695,ITEM-00751,110,70.0,166.0,70.0,91.5390625,21.5390625,False,0.0
WO-03827,ITEM-02118,80,83.0,140.0,83.0,91.5390625,8.5390625,False,0.0
WO-03843,ITEM-00718,10,42.0,113.0,42.0,91.54902083333332,49.549020833333316,False,0.0
WO-03340,ITEM-01865,1,76.0,119.0,76.0,91.56614583333332,15.566145833333323,False,0.0
WO-03298,ITEM-00166,5,70.0,156.0,70.0,91.74961805555557,21.749618055555572,False,0.0
WO-00977,ITEM-00963,12,70.0,156.0,70.0,91.74961805555557,21.749618055555572,False,0.0
WO-00966,ITEM-00191,10,79.0,124.0,79.0,91.84340277777777,12.843402777777769,False,0.0
WO-03884,ITEM-00286,3,78.0,122.0,78.0,91.85121527777775,13.851215277777754,False,0.0
WO-03071,ITEM-01434,10,75.0,173.0,75.0,91.88277777777779,16.88277777777779,False,0.0
WO-06223,ITEM-00675,5,75.0,162.0,75.0,92.12149305555556,17.12149305555556,False,0.0
WO-02313,ITEM-01175,15,68.0,111.0,68.0,92.18506944444444,24.185069444444437,False,0.0
WO-01408,ITEM-00492,1,50.0,114.0,50.0,92.49458333333331,42.49458333333331,False,0.0
WO-00878,ITEM-00025,30,64.0,121.0,64.0,92.50227777777779,28.502277777777792,False,0.0
WO-01410,ITEM-00492,1,54.0,118.0,54.0,92.50752777777775,38.50752777777775,False,0.0
WO-03214,ITEM-02462,11,77.0,120.0,77.0,92.50833333333328,15.508333333333283,False,0.0
WO-02856,ITEM-02250,25,79.0,124.0,79.0,92.53220138888886,13.532201388888865,False,0.0
WO-02145,ITEM-01854,15,69.0,133.0,69.0,92.84234444444446,23.842344444444464,False,0.0
WO-00865,ITEM-00875,10,77.0,134.0,77.0,92.8637986111111,15.863798611111093,False,0.0
WO-02323,ITEM-00629,22,70.0,149.0,70.0,92.96634027777779,22.96634027777779,False,0.0
WO-00657,ITEM-00470,240,76.0,126.0,76.0,93.0120277777777,17.012027777777703,False,0.0
WO-01741,ITEM-01575,15,77.0,127.0,77.0,93.03125,16.03125,False,0.0
WO-03176,ITEM-02201,84,91.0,98.0,91.0,93.07291666666667,2.0729166666666714,False,0.0
WO-00864,ITEM-00874,25,78.0,99.0,78.0,93.10416666666667,15.104166666666671,False,0.0
WO-01672,ITEM-01485,30,78.0,99.0,78.0,93.13541666666667,15.135416666666671,False,0.0
WO-00054,ITEM-00092,9,82.0,103.0,82.0,93.15642361111111,11.156423611111109,False,0.0
WO-00068,ITEM-00118,10,75.0,159.0,75.0,93.19418055555555,18.194180555555548,False,0.0
WO-02846,ITEM-02280,4,70.0,166.0,70.0,93.19418055555555,23.194180555555548,False,0.0
WO-02582,ITEM-00275,8,68.0,154.0,68.0,93.22100694444445,25.221006944444454,False,0.0
WO-02583,ITEM-00275,8,68.0,154.0,68.0,93.22760416666668,25.22760416666668,False,0.0
WO-03057,ITEM-01294,8,70.0,113.0,70.0,93.27498263888889,23.274982638888886,False,0.0
WO-02352,ITEM-00176,8,68.0,154.0,68.0,93.27604166666667,25.27604166666667,False,0.0
WO-03052,ITEM-01742,150,69.0,126.0,69.0,93.30277777777778,24.302777777777777,False,0.0
WO-01438,ITEM-01334,30,77.0,127.0,77.0,93.32368055555555,16.323680555555555,False,0.0
WO-02270,ITEM-01959,15,78.0,114.0,78.0,93.32829861111112,15.328298611111123,False,0.0
WO-00024,ITEM-00009,1,82.0,125.0,82.0,93.46029166666659,11.460291666666592,False,0.0
WO-01154,ITEM-01100,10,78.0,168.0,78.0,93.47377083333335,15.473770833333347,False,0.0
WO-01616,ITEM-00674,5,77.0,166.0,77.0,93.57265277777778,16.572652777777776,False,0.0
WO-00899,ITEM-00068,30,43.0,106.0,43.0,93.57265277777778,50.572652777777776,False,0.0
WO-00842,ITEM-00859,10,78.0,114.0,78.0,93.6369652777778,15.636965277777804,False,0.0
WO-03175,ITEM-01917,25,86.0,124.0,86.0,93.80557638888887,7.805576388888866,False,0.0
WO-00022,ITEM-00009,1,82.0,125.0,82.0,93.88690972222214,11.886909722222143,False,0.0
WO-03651,ITEM-02435,24,82.0,132.0,82.0,93.96154166666665,11.961541666666648,False,0.0
WO-02905,ITEM-01404,4,69.0,140.0,69.0,94.02760416666663,25.027604166666634,False,0.0
WO-02534,ITEM-01192,3,92.0,99.0,92.0,94.06267361111111,2.0626736111111086,False,0.0
WO-02206,ITEM-01913,17,71.0,188.0,71.0,94.26753472222224,23.267534722222237,False,0.0
WO-02072,ITEM-01801,14,90.0,119.0,90.0,94.81252083333332,4.812520833333323,False,0.0
WO-00682,ITEM-00511,12,77.0,127.0,77.0,95.03770833333333,18.037708333333327,False,0.0
WO-01791,ITEM-00943,1,64.0,114.0,64.0,95.0953125,31.095312500000006,False,0.0
WO-00684,ITEM-00600,24,36.0,99.0,36.0,95.13541666666669,59.135416666666686,False,0.0
WO-03901,ITEM-00600,24,41.0,104.0,41.0,95.13585416666668,54.135854166666675,False,0.0
WO-03885,ITEM-02696,10,78.0,123.0,78.0,95.75484375,17.754843750000006,False,0.0
WO-00564,ITEM-00414,1,40.0,169.0,40.0,95.87014930555556,55.87014930555556,False,0.0
WO-00025,ITEM-00009,1,82.0,125.0,82.0,96.0,14.0,False,0.0
WO-01559,ITEM-01408,9,89.0,111.0,89.0,96.0,7.0,False,0.0
WO-03819,ITEM-01357,40,84.0,120.0,84.0,96.0,12.0,False,0.0
WO-00037,ITEM-00009,1,82.0,125.0,82.0,96.0,14.0,False,0.0
WO-01515,ITEM-00009,1,82.0,125.0,82.0,96.0,14.0,False,0.0
WO-02193,ITEM-00009,1,82.0,125.0,82.0,96.0,14.0,False,0.0
WO-02127,ITEM-01833,117,82.0,139.0,82.0,96.0,14.0,False,0.0
WO-02915,ITEM-02329,8,83.0,140.0,83.0,96.0,13.0,False,0.0
WO-03503,ITEM-01679,28,85.0,142.0,85.0,96.0,11.0,False,0.0
WO-02126,ITEM-01735,114,85.0,142.0,85.0,96.0,11.0,False,0.0
WO-02642,ITEM-02177,16,72.0,175.0,72.0,96.0,24.0,False,0.0
WO-02643,ITEM-02177,16,72.0,175.0,72.0,96.0,24.0,False,0.0
WO-02161,ITEM-01872,40,77.0,180.0,77.0,96.0,19.0,False,0.0
WO-01508,ITEM-00039,1,61.0,125.0,61.0,98.0,37.0,False,0.0
WO-02432,ITEM-00834,15,69.0,126.0,69.0,98.0,29.0,False,0.0
WO-00748,ITEM-00790,60,84.0,126.0,84.0,98.0,14.0,False,0.0
WO-01278,ITEM-01231,20,84.0,127.0,84.0,98.0,14.0,False,0.0
WO-03808,ITEM-02531,3,79.0,131.0,79.0,98.0,19.0,False,0.0
WO-00379,ITEM-00415,20,82.0,146.0,82.0,98.0,16.0,False,0.0
WO-02710,ITEM-02221,78,82.0,163.0,82.0,98.0,16.0,False,0.0
WO-02879,ITEM-02131,10,90.0,119.0,90.0,98.0,8.0,False,0.0
WO-00903,ITEM-00514,6,5.0,89.0,5.0,98.0,93.0,True,9.0
WO-00462,ITEM-00514,6,5.0,96.0,5.0,98.0,93.0,True,2.0
WO-01506,ITEM-00039,1,57.0,121.0,57.0,98.03125,41.03125,False,0.0
WO-00539,ITEM-00612,12,76.0,165.0,76.0,98.03125,22.03125,False,0.0
WO-02160,ITEM-00566,38,77.0,166.0,77.0,98.03125,21.03125,False,0.0
WO-01713,ITEM-00726,8,79.0,168.0,79.0,98.03125,19.03125,False,0.0
WO-00432,ITEM-00170,36,77.0,173.0,77.0,98.03125,21.03125,False,0.0
WO-02259,ITEM-00973,40,77.0,187.0,77.0,98.03142361111111,21.03142361111111,False,0.0
WO-01314,ITEM-01257,20,82.0,125.0,82.0,98.03142361111111,16.03142361111111,False,0.0
WO-02301,ITEM-00555,10,78.0,152.0,78.0,98.03142361111111,20.03142361111111,False,0.0
WO-02287,ITEM-01776,60,93.0,107.0,93.0,98.03159722222222,5.031597222222217,False,0.0
WO-00491,ITEM-00550,10,51.0,149.0,51.0,98.0453125,47.045312499999994,False,0.0
WO-03116,ITEM-01323,20,84.0,127.0,84.0,98.0625,14.0625,False,0.0
WO-00694,ITEM-00748,8,89.0,97.0,89.0,98.06822916666667,9.068229166666669,True,1.0682291666666686
WO-01163,ITEM-01111,12,89.0,111.0,89.0,98.06822916666667,9.068229166666669,False,0.0
WO-03430,ITEM-00649,5,76.0,163.0,76.0,98.06822916666667,22.06822916666667,False,0.0
WO-01743,ITEM-01577,10,89.0,125.0,89.0,98.07534722222222,9.07534722222222,False,0.0
WO-01600,ITEM-01281,300,84.0,120.0,84.0,98.09774305555555,14.097743055555554,False,0.0
WO-01665,ITEM-00005,6,22.0,167.0,22.0,98.10434027777778,76.10434027777778,False,0.0
WO-00501,ITEM-00569,12,83.0,140.0,83.0,98.11024305555554,15.110243055555543,False,0.0
WO-00058,ITEM-00102,10,72.0,151.0,72.0,98.11059027777776,26.11059027777776,False,0.0
WO-00439,ITEM-00406,30,57.0,121.0,57.0,98.13576388888889,41.13576388888889,False,0.0
WO-01024,ITEM-00994,15,54.0,139.0,54.0,98.13663194444443,44.13663194444443,False,0.0
WO-01138,ITEM-01080,1,93.0,117.0,93.0,98.15291666666667,5.15291666666667,False,0.0
WO-02822,ITEM-01008,45,68.0,146.0,68.0,98.17048611111112,30.170486111111117,False,0.0
WO-03184,ITEM-00423,6,82.0,162.0,82.0,98.1782986111111,16.178298611111103,False,0.0
WO-02350,ITEM-01771,102,91.0,149.0,91.0,98.1782986111111,7.178298611111103,False,0.0
WO-01237,ITEM-01190,30,84.0,127.0,84.0,98.2265625,14.2265625,False,0.0
WO-00296,ITEM-00302,12,40.0,103.0,40.0,98.25034722222222,58.25034722222222,False,0.0
WO-02806,ITEM-02257,25,77.0,180.0,77.0,98.26440972222224,21.26440972222224,False,0.0
WO-02297,ITEM-00214,2,72.0,131.0,72.0,98.36718749999997,26.36718749999997,False,0.0
WO-02243,ITEM-01802,5,92.0,128.0,92.0,98.47142361111112,6.4714236111111205,False,0.0
WO-00653,ITEM-00718,10,49.0,120.0,49.0,98.54559027777776,49.54559027777776,False,0.0
WO-00260,ITEM-00275,4,70.0,154.0,70.0,98.70763888888891,28.70763888888891,False,0.0
WO-01603,ITEM-00578,30,78.0,121.0,78.0,98.77318055555556,20.773180555555555,False,0.0
WO-01605,ITEM-00578,30,79.0,124.0,79.0,98.77318055555556,19.773180555555555,False,0.0
WO-00196,ITEM-00227,4,64.0,148.0,64.0,98.87760416666667,34.87760416666667,False,0.0
WO-00714,ITEM-00115,4,65.0,153.0,65.0,98.87760416666667,33.87760416666667,False,0.0
WO-03922,ITEM-00795,51,89.0,132.0,89.0,99.39202777777778,10.392027777777784,False,0.0
WO-02619,ITEM-02195,100,89.0,125.0,89.0,99.39861111111114,10.398611111111137,False,0.0
WO-02751,ITEM-00492,1,55.0,119.0,55.0,99.45166666666664,44.45166666666664,False,0.0
WO-02753,ITEM-00492,1,55.0,119.0,55.0,99.47224305555555,44.47224305555555,False,0.0
WO-02755,ITEM-00492,1,56.0,120.0,56.0,99.50786111111105,43.507861111111055,False,0.0
WO-00660,ITEM-00723,10,85.0,128.0,85.0,99.7120277777777,14.712027777777706,False,0.0
WO-00675,ITEM-00732,10,85.0,128.0,85.0,99.75635416666663,14.756354166666625,False,0.0
WO-03981,ITEM-00832,1,54.0,146.0,54.0,99.82328472222223,45.823284722222226,False,0.0
WO-01027,ITEM-00998,8,83.0,126.0,83.0,99.93159722222218,16.93159722222218,False,0.0
WO-01149,ITEM-01093,8,83.0,126.0,83.0,100.00486111111107,17.00486111111107,False,0.0
WO-01140,ITEM-01087,10,83.0,133.0,83.0,100.03125,17.03125,False,0.0
WO-01141,ITEM-01088,5,83.0,133.0,83.0,100.03125,17.03125,False,0.0
WO-02361,ITEM-02039,10,84.0,134.0,84.0,100.03125,16.03125,False,0.0
WO-02360,ITEM-02038,30,84.0,134.0,84.0,100.03125,16.03125,False,0.0
WO-01210,ITEM-01168,20,83.0,133.0,83.0,100.03125,17.03125,False,0.0
WO-03732,ITEM-02632,23,85.0,106.0,85.0,100.07291666666667,15.072916666666671,False,0.0
WO-00261,ITEM-00275,4,71.0,155.0,71.0,100.103125,29.103125000000006,False,0.0
WO-03180,ITEM-00999,8,83.0,126.0,83.0,100.1153819444444,17.115381944444394,False,0.0
WO-02228,ITEM-00850,10,77.0,134.0,77.0,100.12517361111111,23.12517361111111,False,0.0
WO-03173,ITEM-00208,50,83.0,104.0,83.0,100.13211805555555,17.13211805555555,False,0.0
WO-03099,ITEM-02415,5,89.0,111.0,89.0,100.13229166666667,11.132291666666674,False,0.0
WO-00299,ITEM-00305,16,91.0,113.0,91.0,100.13767361111111,9.137673611111111,False,0.0
WO-02053,ITEM-00305,16,91.0,113.0,91.0,100.13767361111111,9.137673611111111,False,0.0
WO-03107,ITEM-00633,45,84.0,127.0,84.0,100.15625000000001,16.156250000000014,False,0.0
WO-01822,ITEM-00867,7,89.0,139.0,89.0,100.16666666666667,11.166666666666671,False,0.0
WO-01817,ITEM-01639,15,84.0,127.0,84.0,100.18836805555556,16.188368055555557,False,0.0
WO-03750,ITEM-01639,15,84.0,127.0,84.0,100.18836805555556,16.188368055555557,False,0.0
WO-03631,ITEM-00194,18,91.0,141.0,91.0,100.19461805555555,9.194618055555551,False,0.0
WO-01656,ITEM-00100,9,91.0,100.0,91.0,100.27864583333334,9.278645833333343,True,0.2786458333333428
WO-02517,ITEM-00993,5,91.0,105.0,91.0,100.29618055555557,9.296180555555566,False,0.0
WO-00029,ITEM-00009,1,89.0,132.0,89.0,100.53906250000001,11.539062500000014,False,0.0
WO-01723,ITEM-01558,1,86.0,131.0,86.0,100.72105555555547,14.721055555555466,False,0.0
WO-01525,ITEM-00961,20,84.0,120.0,84.0,100.7286458333333,16.728645833333303,False,0.0
WO-01627,ITEM-01424,50,91.0,120.0,91.0,100.81666666666668,9.816666666666677,False,0.0
WO-03730,ITEM-02205,25,85.0,135.0,85.0,100.9156458333333,15.9156458333333,False,0.0
WO-01814,ITEM-00852,2,78.0,128.0,78.0,100.92916666666666,22.92916666666666,False,0.0
WO-02742,ITEM-00068,30,56.0,120.0,56.0,100.93524305555555,44.935243055555546,False,0.0
WO-01414,ITEM-00492,1,57.0,121.0,57.0,100.95436111111108,43.95436111111108,False,0.0
WO-01369,ITEM-01297,25,85.0,135.0,85.0,100.99022916666658,15.99022916666658,False,0.0
WO-01233,ITEM-01188,5,97.0,112.0,97.0,101.17743055555556,4.17743055555556,False,0.0
WO-01458,ITEM-01347,6,78.0,123.0,78.0,101.2003472222222,23.200347222222206,False,0.0
WO-02248,ITEM-01941,1,85.0,128.0,85.0,101.36616666666667,16.366166666666672,False,0.0
WO-03548,ITEM-02592,112,97.0,126.0,97.0,101.56986111111111,4.569861111111109,False,0.0
WO-02387,ITEM-02079,16,97.0,119.0,97.0,101.5796875,4.579687500000006,False,0.0
WO-03005,ITEM-00882,16,82.0,125.0,82.0,101.65438888888883,19.654388888888832,False,0.0
WO-02388,ITEM-02080,16,97.0,119.0,97.0,101.75920138888888,4.759201388888883,False,0.0
WO-02426,ITEM-00643,10,83.0,126.0,83.0,102.09878472222218,19.098784722222177,False,0.0
WO-01103,ITEM-00600,24,48.0,111.0,48.0,102.14600694444445,54.14600694444445,False,0.0
WO-01598,ITEM-00819,7,89.0,139.0,89.0,102.19791666666667,13.197916666666671,False,0.0
WO-02338,ITEM-02020,2,100.0,145.0,100.0,102.2298611111111,2.2298611111111057,False,0.0
WO-02926,ITEM-00091,1,56.0,127.0,56.0,102.23020833333332,46.23020833333332,False,0.0
WO-01960,ITEM-00091,10,56.0,127.0,56.0,102.23038194444443,46.23038194444443,False,0.0
WO-00400,ITEM-00453,1,70.0,151.0,70.0,102.28142361111111,32.28142361111111,False,0.0
WO-01596,ITEM-01259,10,97.0,119.0,97.0,102.70972222222221,5.7097222222222115,False,0.0
WO-01136,ITEM-00406,15,64.0,128.0,64.0,103.0,39.0,False,0.0
WO-00138,ITEM-00173,10,96.0,118.0,96.0,103.0,7.0,False,0.0
WO-01863,ITEM-00828,6,96.0,118.0,96.0,103.0,7.0,False,0.0
WO-01864,ITEM-00829,6,96.0,118.0,96.0,103.0,7.0,False,0.0
WO-03409,ITEM-00620,12,92.0,121.0,92.0,103.0,11.0,False,0.0
WO-01727,ITEM-01103,40,91.0,127.0,91.0,103.0,12.0,False,0.0
WO-01724,ITEM-01559,46,93.0,153.0,93.0,103.0,10.0,False,0.0
WO-06433,ITEM-00603,14,69.0,155.0,69.0,103.0,34.0,False,0.0
WO-00535,ITEM-00603,10,75.0,162.0,75.0,103.0,28.0,False,0.0
WO-02298,ITEM-00110,2,65.0,124.0,65.0,105.0,40.0,False,0.0
WO-03481,ITEM-01431,15,84.0,120.0,84.0,105.0,21.0,False,0.0
WO-03490,ITEM-02554,9,92.0,114.0,92.0,105.0,13.0,False,0.0
WO-02555,ITEM-02175,25,86.0,138.0,86.0,105.0,19.0,False,0.0
WO-02532,ITEM-02065,10,86.0,131.0,86.0,105.0,19.0,False,0.0
WO-01592,ITEM-00357,10,86.0,131.0,86.0,105.0,19.0,False,0.0
WO-02959,ITEM-02349,20,89.0,146.0,89.0,105.0,16.0,False,0.0
WO-01809,ITEM-00722,6,89.0,111.0,89.0,105.0,16.0,False,0.0
WO-02260,ITEM-00039,1,64.0,128.0,64.0,105.0,41.0,False,0.0
WO-02464,ITEM-02129,10,89.0,132.0,89.0,105.0,16.0,False,0.0
WO-02484,ITEM-00724,5,86.0,138.0,86.0,105.0,19.0,False,0.0
WO-01567,ITEM-00427,6,89.0,176.0,89.0,105.0,16.0,False,0.0
WO-01509,ITEM-00039,1,64.0,128.0,64.0,105.03125,41.03125,False,0.0
WO-01510,ITEM-00039,1,64.0,128.0,64.0,105.03125,41.03125,False,0.0
WO-00180,ITEM-00225,60,96.0,145.0,96.0,105.03125,9.03125,False,0.0
WO-01201,ITEM-00521,50,90.0,140.0,90.0,105.03125,15.03125,False,0.0
WO-02336,ITEM-01368,72,92.0,152.0,92.0,105.03125,13.03125,False,0.0
WO-02745,ITEM-01378,1,96.0,154.0,96.0,105.03125,9.03125,False,0.0
WO-03821,ITEM-02660,8,96.0,154.0,96.0,105.03125,9.03125,False,0.0
WO-03860,ITEM-01909,4,96.0,154.0,96.0,105.03125,9.03125,False,0.0
WO-01774,ITEM-01597,25,96.0,154.0,96.0,105.03125,9.03125,False,0.0
WO-01856,ITEM-00568,20,85.0,128.0,85.0,105.03142361111111,20.03142361111111,False,0.0
WO-02309,ITEM-00846,10,99.0,114.0,99.0,105.03142361111111,6.031423611111109,False,0.0
WO-02612,ITEM-00729,12,75.0,154.0,75.0,105.03142361111111,30.03142361111111,False,0.0
WO-00581,ITEM-00641,75,79.0,128.0,79.0,105.03145833333333,26.031458333333333,False,0.0
WO-02618,ITEM-00918,24,75.0,154.0,75.0,105.03159722222222,30.031597222222217,False,0.0
WO-00321,ITEM-00338,10,85.0,121.0,85.0,105.04166666666667,20.04166666666667,False,0.0
WO-03378,ITEM-01207,1,96.0,154.0,96.0,105.0640625,9.064062500000006,False,0.0
WO-01563,ITEM-00622,5,90.0,177.0,90.0,105.08874999999999,15.08874999999999,False,0.0
WO-02075,ITEM-00917,15,49.0,127.0,49.0,105.09392361111111,56.09392361111111,False,0.0
WO-02077,ITEM-00919,15,61.0,139.0,61.0,105.09392361111111,44.09392361111111,False,0.0
WO-00421,ITEM-00472,5,91.0,124.0,91.0,105.09409722222222,14.094097222222217,False,0.0
WO-02183,ITEM-01630,54,92.0,152.0,92.0,105.10017361111112,13.100173611111117,False,0.0
WO-00073,ITEM-00115,4,70.0,154.0,70.0,105.13541666666667,35.13541666666667,False,0.0
WO-00986,ITEM-00972,25,70.0,119.0,70.0,105.21215277777777,35.212152777777774,False,0.0
WO-01564,ITEM-00842,5,91.0,180.0,91.0,105.23975694444445,14.239756944444451,False,0.0
WO-02284,ITEM-01969,3,96.0,139.0,96.0,105.23993055555556,9.23993055555556,False,0.0
WO-01277,ITEM-01230,10,90.0,191.0,90.0,105.24236111111111,15.242361111111109,False,0.0
WO-01688,ITEM-00747,1,84.0,180.0,84.0,105.2734375,21.2734375,False,0.0
WO-02257,ITEM-01679,50,96.0,154.0,96.0,105.2734375,9.2734375,False,0.0
WO-02689,ITEM-02219,6,84.0,187.0,84.0,105.2734375,21.2734375,False,0.0
WO-03929,ITEM-02591,10,100.0,117.0,100.0,105.30624999999999,5.3062499999999915,False,0.0
WO-00656,ITEM-00164,36,78.0,174.0,78.0,105.30624999999999,27.30624999999999,False,0.0
WO-00431,ITEM-00164,36,78.0,174.0,78.0,105.30624999999999,27.30624999999999,False,0.0
WO-03622,ITEM-00576,32,79.0,175.0,79.0,105.30624999999999,26.30624999999999,False,0.0
WO-00508,ITEM-00576,32,79.0,175.0,79.0,105.30624999999999,26.30624999999999,False,0.0
WO-00928,ITEM-00576,32,79.0,175.0,79.0,105.3375,26.337500000000006,False,0.0
WO-00493,ITEM-00561,20,90.0,140.0,90.0,105.35517361111111,15.355173611111113,False,0.0
WO-03638,ITEM-01111,10,96.0,118.0,96.0,105.39965277777777,9.399652777777774,False,0.0
WO-02244,ITEM-01137,3,99.0,128.0,99.0,105.43315972222223,6.4331597222222285,False,0.0
WO-02218,ITEM-01135,15,61.0,204.0,61.0,105.44163194444444,44.44163194444444,False,0.0
WO-02679,ITEM-00039,1,68.0,132.0,68.0,105.45833333333333,37.45833333333333,False,0.0
WO-03068,ITEM-01581,60,84.0,180.0,84.0,105.48527777777777,21.485277777777767,False,0.0
WO-02763,ITEM-02247,3,99.0,128.0,99.0,105.49513888888889,6.495138888888889,False,0.0
WO-02848,ITEM-01872,72,86.0,189.0,86.0,105.52274305555558,19.52274305555558,False,0.0
WO-03844,ITEM-00718,10,56.0,127.0,56.0,105.53534722222223,49.53534722222223,False,0.0
WO-00621,ITEM-00677,6,89.0,176.0,89.0,105.55475694444445,16.55475694444445,False,0.0
WO-01537,ITEM-00344,16,86.0,189.0,86.0,105.55475694444445,19.55475694444445,False,0.0
WO-02762,ITEM-02246,2,99.0,128.0,99.0,105.6029513888889,6.602951388888897,False,0.0
WO-00031,ITEM-00008,30,82.0,146.0,82.0,105.66909722222222,23.66909722222222,False,0.0
WO-01641,ITEM-00221,2,90.0,191.0,90.0,105.7132638888889,15.713263888888903,False,0.0
WO-01617,ITEM-00675,5,83.0,170.0,83.0,105.80295138888889,22.802951388888886,False,0.0
WO-02282,ITEM-01645,25,98.0,159.0,98.0,105.80295138888889,7.802951388888886,False,0.0
WO-03794,ITEM-01833,140,90.0,147.0,90.0,106.1451388888889,16.145138888888894,False,0.0
WO-02795,ITEM-02253,15,91.0,141.0,91.0,106.25642361111112,15.256423611111117,False,0.0
WO-01412,ITEM-00492,1,63.0,127.0,63.0,106.3703125,43.3703125,False,0.0
WO-05081,ITEM-00809,55,90.0,170.0,90.0,106.45361111111114,16.453611111111144,False,0.0
WO-00322,ITEM-00338,10,90.0,133.0,90.0,106.66145833333334,16.661458333333343,False,0.0
WO-00550,ITEM-00327,48,89.0,197.0,89.0,106.85232868055557,17.852328680555573,False,0.0
WO-02097,ITEM-00674,5,90.0,177.0,90.0,106.8937638888889,16.8937638888889,False,0.0
WO-02362,ITEM-02040,30,90.0,140.0,90.0,107.03125,17.03125,False,0.0
WO-02363,ITEM-02041,30,90.0,140.0,90.0,107.03125,17.03125,False,0.0
WO-01456,ITEM-01346,26,86.0,131.0,86.0,107.06267361111111,21.06267361111111,False,0.0
WO-01991,ITEM-00488,10,82.0,139.0,82.0,107.0940625,25.094062500000007,False,0.0
WO-02074,ITEM-00874,50,92.0,114.0,92.0,107.0940625,15.094062500000007,False,0.0
WO-00634,ITEM-00691,30,91.0,156.0,91.0,107.18784722222222,16.187847222222217,False,0.0
WO-01975,ITEM-00221,10,90.0,191.0,90.0,107.18784722222222,17.187847222222217,False,0.0
WO-03059,ITEM-02393,5,97.0,112.0,97.0,107.21215277777779,10.212152777777789,False,0.0
WO-02954,ITEM-02345,5,100.0,161.0,100.0,107.29583333333333,7.295833333333334,False,0.0
WO-03123,ITEM-02023,30,91.0,141.0,91.0,107.32368055555555,16.323680555555555,False,0.0
WO-05604,ITEM-01182,2,91.0,156.0,91.0,107.3375,16.337500000000006,False,0.0
